data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,month_ending_date,drug_overdose_deaths,states
1/5/2025,2021,12,Region 3,Cocaine,12/31/2021,4147,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,1,Region 3,Cocaine,1/31/2022,4209,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,2,Region 3,Cocaine,2/28/2022,4241,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,3,Region 3,Cocaine,3/31/2022,4286,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,4,Region 3,Cocaine,4/30/2022,4279,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,5,Region 3,Cocaine,5/31/2022,4292,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,6,Region 3,Cocaine,6/30/2022,4316,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,7,Region 3,Cocaine,7/31/2022,4309,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,8,Region 3,Cocaine,8/31/2022,4364,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,9,Region 3,Cocaine,9/30/2022,4355,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,10,Region 3,Cocaine,10/31/2022,4364,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,11,Region 3,Cocaine,11/30/2022,4464,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2022,12,Region 3,Cocaine,12/31/2022,4539,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,1,Region 3,Cocaine,1/31/2023,4586,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,2,Region 3,Cocaine,2/28/2023,4627,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,3,Region 3,Cocaine,3/31/2023,4688,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,4,Region 3,Cocaine,4/30/2023,4763,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,5,Region 3,Cocaine,5/31/2023,4841,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,6,Region 3,Cocaine,6/30/2023,4889,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,7,Region 3,Cocaine,7/31/2023,4951,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,8,Region 3,Cocaine,8/31/2023,4957,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,9,Region 3,Cocaine,9/30/2023,4958,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,10,Region 3,Cocaine,10/31/2023,5010,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,11,Region 3,Cocaine,11/30/2023,4986,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2023,12,Region 3,Cocaine,12/31/2023,4924,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2024,1,Region 3,Cocaine,1/31/2024,4843,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2024,2,Region 3,Cocaine,2/29/2024,4784,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2024,3,Region 3,Cocaine,3/31/2024,4657,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2024,4,Region 3,Cocaine,4/30/2024,4496,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2024,5,Region 3,Cocaine,5/31/2024,4328,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2024,6,Region 3,Cocaine,6/30/2024,4214,"North Carolina, South Carolina, Georgia, Florida"
1/5/2025,2019,1,Region 4,Cocaine,1/31/2019,3125,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,2,Region 4,Cocaine,2/28/2019,3126,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,3,Region 4,Cocaine,3/31/2019,3131,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,4,Region 4,Cocaine,4/30/2019,3132,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,5,Region 4,Cocaine,5/31/2019,3147,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,6,Region 4,Cocaine,6/30/2019,3186,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,7,Region 4,Cocaine,7/31/2019,3201,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,8,Region 4,Cocaine,8/31/2019,3255,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,9,Region 4,Cocaine,9/30/2019,3348,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,10,Region 4,Cocaine,10/31/2019,3441,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,11,Region 4,Cocaine,11/30/2019,3504,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,12,Region 4,Cocaine,12/31/2019,3545,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,1,Region 4,Cocaine,1/31/2020,3610,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,2,Region 4,Cocaine,2/29/2020,3708,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,3,Region 4,Cocaine,3/31/2020,3874,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,4,Region 4,Cocaine,4/30/2020,4023,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,5,Region 4,Cocaine,5/31/2020,4293,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,6,Region 4,Cocaine,6/30/2020,4407,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,7,Region 4,Cocaine,7/31/2020,4537,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,8,Region 4,Cocaine,8/31/2020,4636,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,9,Region 4,Cocaine,9/30/2020,4711,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,10,Region 4,Cocaine,10/31/2020,4699,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,11,Region 4,Cocaine,11/30/2020,4723,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,12,Region 4,Cocaine,12/31/2020,4783,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,1,Region 4,Cocaine,1/31/2021,4915,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,2,Region 4,Cocaine,2/28/2021,4950,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,3,Region 4,Cocaine,3/31/2021,5043,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,4,Region 4,Cocaine,4/30/2021,5233,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,5,Region 4,Cocaine,5/31/2021,5228,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,6,Region 4,Cocaine,6/30/2021,5351,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,7,Region 4,Cocaine,7/31/2021,5459,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,8,Region 4,Cocaine,8/31/2021,5606,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,9,Region 4,Cocaine,9/30/2021,5723,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,10,Region 4,Cocaine,10/31/2021,5891,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,11,Region 4,Cocaine,11/30/2021,6062,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,12,Region 4,Cocaine,12/31/2021,6233,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,1,Region 4,Cocaine,1/31/2022,6301,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,2,Region 4,Cocaine,2/28/2022,6433,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,3,Region 4,Cocaine,3/31/2022,6495,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,4,Region 4,Cocaine,4/30/2022,6442,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,5,Region 4,Cocaine,5/31/2022,6461,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,6,Region 4,Cocaine,6/30/2022,6448,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,7,Region 4,Cocaine,7/31/2022,6490,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,8,Region 4,Cocaine,8/31/2022,6500,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,9,Region 4,Cocaine,9/30/2022,6570,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,10,Region 4,Cocaine,10/31/2022,6636,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,11,Region 4,Cocaine,11/30/2022,6636,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,12,Region 4,Cocaine,12/31/2022,6667,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,1,Region 4,Cocaine,1/31/2023,6734,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,2,Region 4,Cocaine,2/28/2023,6753,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,3,Region 4,Cocaine,3/31/2023,6744,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,4,Region 4,Cocaine,4/30/2023,6781,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,5,Region 4,Cocaine,5/31/2023,6879,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,6,Region 4,Cocaine,6/30/2023,6991,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,7,Region 4,Cocaine,7/31/2023,7016,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,8,Region 4,Cocaine,8/31/2023,7090,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,9,Region 4,Cocaine,9/30/2023,7042,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,10,Region 4,Cocaine,10/31/2023,6995,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,11,Region 4,Cocaine,11/30/2023,6994,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,12,Region 4,Cocaine,12/31/2023,6933,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,1,Region 4,Cocaine,1/31/2024,6815,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,2,Region 4,Cocaine,2/29/2024,6689,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,3,Region 4,Cocaine,3/31/2024,6512,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,4,Region 4,Cocaine,4/30/2024,6312,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,5,Region 4,Cocaine,5/31/2024,6076,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,6,Region 4,Cocaine,6/30/2024,5800,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,1,Region 5,Cocaine,1/31/2019,3364,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,2,Region 5,Cocaine,2/28/2019,3331,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,3,Region 5,Cocaine,3/31/2019,3293,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,4,Region 5,Cocaine,4/30/2019,3308,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,5,Region 5,Cocaine,5/31/2019,3354,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,6,Region 5,Cocaine,6/30/2019,3366,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,7,Region 5,Cocaine,7/31/2019,3387,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,8,Region 5,Cocaine,8/31/2019,3426,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,9,Region 5,Cocaine,9/30/2019,3467,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,10,Region 5,Cocaine,10/31/2019,3498,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,11,Region 5,Cocaine,11/30/2019,3571,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,12,Region 5,Cocaine,12/31/2019,3594,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,1,Region 5,Cocaine,1/31/2020,3652,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,2,Region 5,Cocaine,2/29/2020,3747,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,3,Region 5,Cocaine,3/31/2020,3791,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,4,Region 5,Cocaine,4/30/2020,3925,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,5,Region 5,Cocaine,5/31/2020,4037,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,6,Region 5,Cocaine,6/30/2020,4129,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,7,Region 5,Cocaine,7/31/2020,4098,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,8,Region 5,Cocaine,8/31/2020,4060,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,9,Region 5,Cocaine,9/30/2020,4036,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,10,Region 5,Cocaine,10/31/2020,4035,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,11,Region 5,Cocaine,11/30/2020,4018,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2020,12,Region 5,Cocaine,12/31/2020,4025,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,1,Region 5,Cocaine,1/31/2021,4080,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,2,Region 5,Cocaine,2/28/2021,4085,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,3,Region 5,Cocaine,3/31/2021,4179,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,4,Region 5,Cocaine,4/30/2021,4225,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,5,Region 5,Cocaine,5/31/2021,4247,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,6,Region 5,Cocaine,6/30/2021,4278,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,7,Region 5,Cocaine,7/31/2021,4460,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,8,Region 5,Cocaine,8/31/2021,4616,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,9,Region 5,Cocaine,9/30/2021,4745,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,10,Region 5,Cocaine,10/31/2021,4878,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,11,Region 5,Cocaine,11/30/2021,5016,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,12,Region 5,Cocaine,12/31/2021,5199,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,1,Region 5,Cocaine,1/31/2022,5288,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,2,Region 5,Cocaine,2/28/2022,5376,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,3,Region 5,Cocaine,3/31/2022,5421,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,4,Region 5,Cocaine,4/30/2022,5399,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,5,Region 5,Cocaine,5/31/2022,5416,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,6,Region 5,Cocaine,6/30/2022,5480,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,7,Region 5,Cocaine,7/31/2022,5488,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,8,Region 5,Cocaine,8/31/2022,5553,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,9,Region 5,Cocaine,9/30/2022,5632,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,10,Region 5,Cocaine,10/31/2022,5694,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,11,Region 5,Cocaine,11/30/2022,5796,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,12,Region 5,Cocaine,12/31/2022,5893,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,1,Region 5,Cocaine,1/31/2023,6010,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,2,Region 5,Cocaine,2/28/2023,6070,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,3,Region 5,Cocaine,3/31/2023,6152,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,4,Region 5,Cocaine,4/30/2023,6235,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,5,Region 5,Cocaine,5/31/2023,6273,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,6,Region 5,Cocaine,6/30/2023,6337,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,7,Region 5,Cocaine,7/31/2023,6410,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,8,Region 5,Cocaine,8/31/2023,6446,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,9,Region 5,Cocaine,9/30/2023,6425,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,10,Region 5,Cocaine,10/31/2023,6387,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,11,Region 5,Cocaine,11/30/2023,6288,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,12,Region 5,Cocaine,12/31/2023,6170,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,1,Region 5,Cocaine,1/31/2024,6015,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,2,Region 5,Cocaine,2/29/2024,5907,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,3,Region 5,Cocaine,3/31/2024,5761,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,4,Region 5,Cocaine,4/30/2024,5618,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,5,Region 5,Cocaine,5/31/2024,5465,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,6,Region 5,Cocaine,6/30/2024,5278,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,1,Region 5,Heroin,1/31/2019,3269,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,2,Region 5,Heroin,2/28/2019,3213,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,3,Region 5,Heroin,3/31/2019,3162,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,4,Region 5,Heroin,4/30/2019,3151,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,5,Region 5,Heroin,5/31/2019,3140,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,6,Region 5,Heroin,6/30/2019,3099,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,7,Region 5,Heroin,7/31/2019,3027,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2019,1,Region 7,Xylazine,1/31/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,2,Region 7,Xylazine,2/28/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,3,Region 7,Xylazine,3/31/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,4,Region 7,Xylazine,4/30/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,5,Region 7,Xylazine,5/31/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,6,Region 7,Xylazine,6/30/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,7,Region 7,Xylazine,7/31/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,8,Region 7,Xylazine,8/31/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,9,Region 7,Xylazine,9/30/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,10,Region 7,Xylazine,10/31/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,11,Region 7,Xylazine,11/30/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2019,12,Region 7,Xylazine,12/31/2019,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,1,Region 7,Xylazine,1/31/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,2,Region 7,Xylazine,2/29/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,3,Region 7,Xylazine,3/31/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,4,Region 7,Xylazine,4/30/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,5,Region 7,Xylazine,5/31/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,6,Region 7,Xylazine,6/30/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,7,Region 7,Xylazine,7/31/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,8,Region 7,Xylazine,8/31/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,9,Region 7,Xylazine,9/30/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,10,Region 7,Xylazine,10/31/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,11,Region 7,Xylazine,11/30/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,12,Region 7,Xylazine,12/31/2020,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2021,1,Region 7,Xylazine,1/31/2021,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2021,2,Region 7,Xylazine,2/28/2021,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2021,3,Region 7,Xylazine,3/31/2021,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2021,4,Region 7,Xylazine,4/30/2021,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2021,5,Region 7,Xylazine,5/31/2021,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2021,6,Region 7,Xylazine,6/30/2021,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2021,7,Region 7,Xylazine,7/31/2021,,"Iowa, Kansas, Missouri, Nebraska"
1/5/2025,2020,8,Region 10,Xylazine,8/31/2020,,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2021,1,Region 10,Xylazine,1/31/2021,,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2021,2,Region 10,Xylazine,2/28/2021,,"Alaska, Idaho, Oregon, Washington"
